"CellId","Radius","Length","Curvature","Torsion","Tortuosity","StartPointPosition_R","StartPointPosition_A","StartPointPosition_S","EndPointPosition_R","EndPointPosition_A","EndPointPosition_S"
0,10.9407,606.485,0.0268316,0.00666347,0.613897,3.819,26.3197,1282.89,-84.0359,16.7516,917.644
